geneid	Bd21_D2_mock_R1	Bd21_D2_mock_R2	Bd21_D2_mock_R3	Bd21_D2_treated_R1	Bd21_D2_treated_R2	Bd21_D2_treated_R3	Bd21_D4_mock_R1	Bd21_D4_mock_R2	Bd21_D4_mock_R3	Bd21_D4_treated_R1	Bd21_D4_treated_R2	Bd21_D4_treated_R3	Bd21_D6_mock_R1	Bd21_D6_mock_R2	Bd21_D6_mock_R3	Bd21_D6_treated_R1	Bd21_D6_treated_R2	Bd21_D6_treated_R3
BdiBd21-3.1G0451900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BdiBd21-3.3G0053500	2.91671367629297	3.83401669838588	3.17876378612863	1.69648188768883	2.06653664961278	1.6990064294513	2.18229310315637	1.68251421214738	2.89335428707776	2.41697842692115	2.49564873729381	2.97365632531059	4.25290186688259	2.47922283811243	3.90142253537456	2.80321744428773	2.84972048528517	2.72495634217665
BdiBd21-3.3G0053600	1.71305752733253	0.930447469780188	0.446925873429715	1.487042486116	1.34193942392353	1.43577229102038	1.53805715971102	1.67409637994151	1.0847947851398	2.16778454265271	2.34520920705947	2.70990950494629	1.68050142052732	0.822272990501747	0.69581284188135	4.50365042302627	2.72534790504248	3.64248448761287
BdiBd21-3.3G0053700	6.1866087915583	2.71628888729688	2.52429667598559	4.03541005803883	5.26555403725315	4.85525877590643	3.0014076133487	3.49089285439137	2.62061213239995	6.052818738829	6.51694542281359	6.38468356273341	2.47178126251996	2.22267706007918	2.4297985022238	6.90433733514962	6.67279028874998	5.16054810962096
BdiBd21-3.3G0053800	12.3951455659855	8.49128323996937	7.31570629063366	8.1699335442964	9.56733831226935	12.0191605748772	9.90017995178309	10.2921121796392	8.15664739986909	16.407906671566	14.4631968711381	16.1937112110922	10.7887346705514	5.69029813064558	8.64829498819641	18.5713286115448	17.526434684524	17.1756461930214
BdiBd21-3.3G0054200	13.7936250941355	8.64991572196814	9.12166999497781	9.69418221536476	11.790135411475	12.9403777366428	10.5477499985891	13.339934110597	7.88334211551623	15.6592968504751	15.2511867279066	18.3977615640711	9.70638368661721	5.83076482296813	7.10353348421972	21.3970359050219	18.8136886407176	20.5059845951677
BdiBd21-3.3G0054400	10.7458671921183	11.7122364235368	11.4312120912881	13.0771866254265	15.0876440533658	18.0126364665709	14.1820689188041	13.490192063817	11.5939708525413	21.3585993066003	17.0375880953742	22.0668372313021	9.93008461560564	11.3378814609386	11.87253864514	21.392757597977	23.3741003020663	21.8228112360924
BdiBd21-3.3G0055700	1.27337352239339	2.23519946089796	1.71963904705535	1.64000398245183	1.80915802823111	1.70703906986209	1.45888547050977	1.81013855188043	1.29063565608009	0.713374662214793	0.726363840942939	0.946375778661413	1.13269055098834	1.38303417583329	1.2051480531713	0.858922029288128	0.742851787297466	1.15360626052995
BdiBd21-3.1G0161700	0.775794345824214	0.955111731985676	0.83814291791246	2.29484838089045	2.42545707213811	1.70362264343881	0.986767446186141	0.971755710254361	1.26702057758805	1.33283088346159	1.14468364519443	1.24184985338155	1.3422813884526	1.54355351125929	1.94227894718353	1.12730208050318	1.31872991144087	1.82735003992817
BdiBd21-3.1G0626100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BdiBd21-3.1G0729200	11.6214950147835	26.7538238386508	25.0641534048942	22.2599245675871	12.9344666770501	12.3227956195125	20.5889877188341	18.1936660052978	29.0197706164223	7.5927931697527	7.39868070098498	6.89377849169015	33.9762120436146	21.1264187125642	25.3950155677556	6.59384550404623	8.44901402460728	6.16788382473047
BdiBd21-3.1G0973100	0.22456888593603	0.0545675959720712	0.18145862530229	0.212132457885274	0.241178053147547	0.149392751115145	0.265299554306634	0.210385903816495	0.293628663646862	0.158916536021533	0.097086060053413	0.0973022593459311	0.344351319252904	0.535816986291865	0.515457712703557	0.0900422247939292	0.0807234512771754	0.208800908499036
BdiBd21-3.1G1047600	1.56528752597009	1.06172538281616	1.12626554706148	1.71608300044013	1.71292492742511	1.73893237332057	1.26551063181618	1.49654570823303	1.12112941710062	1.99487078942316	1.49292725529994	1.90339518454379	1.1924479227066	0.840760251568123	1.45586545616669	1.82731063630777	1.89490311292127	2.07669127119033
BdiBd21-3.3G0261100	0.27988826517703	0.306893112359048	0.286467306126266	0.251168883475931	0.172838598287586	0.313566863743986	0.345531715687218	0.435926627650604	0.376633777318105	0.446880511008115	0.392751813127813	0.153610312369518	0.442866691867008	0.555115356197666	0.381444863121878	0.310950834383624	0.305849947976593	0.399362274787672
BdiBd21-3.3G0716500	0.0578730352561872	0.0445311434953164	0.032907442341727	0	0	0	0.0433007623356502	0.114460174948752	0	0	0	0	0.0581412052106871	0	0.105162784621838	0	0	0
BdiBd21-3.4G0004600	3.54599505017968	3.72713032599027	3.66072469024561	6.63327914877921	5.47642817907399	6.10594446793692	3.55533792283624	4.36556587985925	4.52734554216739	4.67154647399148	5.14832686045727	4.4867752885227	3.99361340367128	3.26601564690967	5.49649931677936	4.96942805453983	4.80176416857988	4.99924244680865
BdiBd21-3.5G0324400	434.511362334046	453.184151586294	439.321093764165	424.759931155867	423.08889570194	366.666115204227	509.976837490978	517.562514735964	482.073412795244	427.653682134322	520.531456704373	481.998531825061	644.786042845771	427.212504373327	547.682973674259	494.729621099272	501.322156549026	487.424305822585
BdiBd21-3.1G0033500	26.2780194991686	33.5318873956372	23.7140458521153	46.1364136283599	37.3465517721754	27.042484500104	22.5641400441655	21.1674695694994	26.342628638062	22.555505932005	29.9068601544809	29.271175744511	26.9757061528568	20.5584790601739	47.9551762971615	30.4405598718402	29.8816804912151	30.0756830642877
BdiBd21-3.1G0060500	4.31579901205432	3.54069345371463	4.21972685956143	4.45322254596328	4.02937850273211	4.86405604124197	4.30358154172526	4.68422791331044	4.32728335080147	6.04032539521627	6.57748429802722	5.91125414493422	5.45373819768353	4.14138961956742	7.62376208544219	6.48213507102737	5.43298773499387	6.87634140917163
BdiBd21-3.1G0385900	9.45250625008405	7.44342959524456	5.78884862405251	9.10098313921477	10.1097246938516	10.6224090023614	6.18712599480379	6.55738809417419	5.27581857578176	13.6794934234243	11.2852572452686	14.0933859178453	6.16541522691166	4.06707467845912	7.51320950629121	15.2539920874318	17.3338930925516	15.2304549461833
BdiBd21-3.1G0707000	4.57262972379384	7.84760469848124	4.50224719613776	9.01043796249362	5.84399540409949	4.19337858466123	3.8275786945155	4.05997994670345	5.2391529739335	4.83741038496874	4.84742593707536	4.58997527878091	5.97960184820134	3.49593043248597	10.164288544102	5.65414288390437	4.80687338927798	4.5164625539634
